"blueprint","item_name","category","tier","slot","resource","property","propertyName","rangeIndex","startQuality","endQuality","atStart","atEnd","mode"
"BP_CRAFT_slaver_armor_heavy_legs_01_01_13","Defiance Legs Firestarter","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_heavy_legs_01_01_15","Defiance Legs Desert","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_heavy_legs_01_01_15","Defiance Legs Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_heavy_legs_01_01_15","Defiance Legs Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_heavy_legs_01_9tails_01","Defiance Legs (Modified)","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_heavy_legs_01_9tails_01","Defiance Legs (Modified)","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_heavy_legs_01_9tails_01","Defiance Legs (Modified)","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_arms_01_01_01","Calico Arms Tactical","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_slaver_armor_light_arms_01_01_01","Calico Arms Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_arms_01_01_01","Calico Arms Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_arms_01_01_01","Calico Arms Tactical","FPSArmours","0","Support Structure","Agricium","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_slaver_armor_light_arms_01_01_15","Calico Arms Desert","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_slaver_armor_light_arms_01_01_15","Calico Arms Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_arms_01_01_15","Calico Arms Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_arms_01_01_15","Calico Arms Desert","FPSArmours","0","Support Structure","Agricium","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_slaver_armor_light_core_01_01_01","Calico Core Tactical","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_slaver_armor_light_core_01_01_01","Calico Core Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_core_01_01_01","Calico Core Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_core_01_01_01","Calico Core Tactical","FPSArmours","0","Support Structure","Agricium","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_slaver_armor_light_core_01_01_15","Calico Core Desert","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_slaver_armor_light_core_01_01_15","Calico Core Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_core_01_01_15","Calico Core Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_core_01_01_15","Calico Core Desert","FPSArmours","0","Support Structure","Agricium","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_slaver_armor_light_helmet_01_01_01","Calico Helmet Tactical","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_slaver_armor_light_helmet_01_01_01","Calico Helmet Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_helmet_01_01_01","Calico Helmet Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_helmet_01_01_01","Calico Helmet Tactical","FPSArmours","0","Support Structure","Agricium","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_slaver_armor_light_helmet_01_01_15","Calico Helmet Desert","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_slaver_armor_light_helmet_01_01_15","Calico Helmet Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_helmet_01_01_15","Calico Helmet Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_helmet_01_01_15","Calico Helmet Desert","FPSArmours","0","Support Structure","Agricium","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_slaver_armor_light_legs_01_01_01","Calico Legs Tactical","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_slaver_armor_light_legs_01_01_01","Calico Legs Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_legs_01_01_01","Calico Legs Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_legs_01_01_01","Calico Legs Tactical","FPSArmours","0","Support Structure","Agricium","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_slaver_armor_light_legs_01_01_15","Calico Legs Desert","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_slaver_armor_light_legs_01_01_15","Calico Legs Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_legs_01_01_15","Calico Legs Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_light_legs_01_01_15","Calico Legs Desert","FPSArmours","0","Support Structure","Agricium","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_slaver_armor_medium_arms_01_01_01","DustUp Arms Tactical","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_medium_arms_01_01_01","DustUp Arms Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_arms_01_01_01","DustUp Arms Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_arms_01_01_13","DustUp Arms Firestarter","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_medium_arms_01_01_13","DustUp Arms Firestarter","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_arms_01_01_13","DustUp Arms Firestarter","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_arms_01_01_15","DustUp Arms Desert","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_medium_arms_01_01_15","DustUp Arms Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_arms_01_01_15","DustUp Arms Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_core_01_01_01","DustUp Core Tactical","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_medium_core_01_01_01","DustUp Core Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_core_01_01_01","DustUp Core Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_core_01_01_13","DustUp Core Firestarter","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_medium_core_01_01_13","DustUp Core Firestarter","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_core_01_01_13","DustUp Core Firestarter","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_core_01_01_15","DustUp Core Desert","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_medium_core_01_01_15","DustUp Core Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_core_01_01_15","DustUp Core Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_helmet_01_01_01","DustUp Helmet Tactical","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_medium_helmet_01_01_01","DustUp Helmet Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_helmet_01_01_01","DustUp Helmet Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_helmet_01_01_13","DustUp Helmet Firestarter","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_medium_helmet_01_01_13","DustUp Helmet Firestarter","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_helmet_01_01_13","DustUp Helmet Firestarter","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_helmet_01_01_15","DustUp Helmet Desert","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_medium_helmet_01_01_15","DustUp Helmet Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_helmet_01_01_15","DustUp Helmet Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_legs_01_01_01","DustUp Legs Tactical","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_medium_legs_01_01_01","DustUp Legs Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_legs_01_01_01","DustUp Legs Tactical","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_legs_01_01_13","DustUp Legs Desert","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_medium_legs_01_01_13","DustUp Legs Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_legs_01_01_13","DustUp Legs Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_legs_01_01_15","DustUp Legs Desert","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_slaver_armor_medium_legs_01_01_15","DustUp Legs Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_slaver_armor_medium_legs_01_01_15","DustUp Legs Desert","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_arms_01_01_01","Overlord Arms Supernova","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_srvl_armor_heavy_arms_01_01_01","Overlord Arms Supernova","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_arms_01_01_01","Overlord Arms Supernova","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_arms_02_01_01","Dust Devil Armor Arms","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_arms_02_01_01","Dust Devil Armor Arms","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_arms_02_01_01","Dust Devil Armor Arms","FPSArmours","0","Panel Covering","Riccite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_srvl_armor_heavy_arms_02_01_01","Dust Devil Armor Arms","FPSArmours","0","Segment Paneling","Taranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.1","multiplier"
"BP_CRAFT_srvl_armor_heavy_core_01_01_01","Overlord Core Supernova","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_srvl_armor_heavy_core_01_01_01","Overlord Core Supernova","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_core_01_01_01","Overlord Core Supernova","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_core_02_01_01","Dust Devil Armor Core","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_core_02_01_01","Dust Devil Armor Core","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_core_02_01_01","Dust Devil Armor Core","FPSArmours","0","Panel Covering","Riccite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_srvl_armor_heavy_core_02_01_01","Dust Devil Armor Core","FPSArmours","0","Segment Paneling","Taranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.1","multiplier"
"BP_CRAFT_srvl_armor_heavy_helmet_01_01_01","Overlord Helmet Supernova","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_srvl_armor_heavy_helmet_01_01_01","Overlord Helmet Supernova","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_helmet_01_01_01","Overlord Helmet Supernova","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_legs_01_01_01","Overlord Legs Supernova","FPSArmours","0","Armored Carapace","Ouratite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_srvl_armor_heavy_legs_01_01_01","Overlord Legs Supernova","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_legs_01_01_01","Overlord Legs Supernova","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_legs_02_01_01","Dust Devil Armor Legs","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_legs_02_01_01","Dust Devil Armor Legs","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_armor_heavy_legs_02_01_01","Dust Devil Armor Legs","FPSArmours","0","Panel Covering","Riccite","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_srvl_armor_heavy_legs_02_01_01","Dust Devil Armor Legs","FPSArmours","0","Segment Paneling","Taranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.1","multiplier"
"BP_CRAFT_srvl_combat_light_arms_01_01_01","Piecemeal Armor Arms","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_combat_light_arms_01_01_01","Piecemeal Armor Arms","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_combat_light_arms_01_01_01","Piecemeal Armor Arms","FPSArmours","0","Segment Paneling","Taranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_srvl_combat_light_core_01_01_01","Piecemeal Armor Core","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_combat_light_core_01_01_01","Piecemeal Armor Core","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_combat_light_core_01_01_01","Piecemeal Armor Core","FPSArmours","0","Segment Paneling","Taranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_srvl_combat_light_legs_01_01_01","Piecemeal Armor Legs","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_combat_light_legs_01_01_01","Piecemeal Armor Legs","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_combat_light_legs_01_01_01","Piecemeal Armor Legs","FPSArmours","0","Segment Paneling","Taranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.85","1.15","multiplier"
"BP_CRAFT_srvl_undersuit_01_01_01","Second Life Undersuit","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_undersuit_01_01_01","Second Life Undersuit","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMin","Min Temp","0","500","1000","1","1.2","multiplier"
"BP_CRAFT_srvl_undersuit_helmet_01_01_01","Why Not? Flight Helmet","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_srvl_undersuit_helmet_01_01_01","Why Not? Flight Helmet","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_syfb_flightsuit_helmet_01_01_01","Xanthule Flight Helmet","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_syfb_flightsuit_helmet_01_01_01","Xanthule Flight Helmet","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_syfb_flightsuit_suit_01_01_01","Xanthule Flight Suit","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_syfb_flightsuit_suit_01_01_01","Xanthule Flight Suit","FPSArmours","0","Suit Underlay","Silicon","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_thp_light_arms_01_01_01","Aztalan Arms","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_thp_light_arms_01_01_01","Aztalan Arms","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_thp_light_arms_01_01_01","Aztalan Arms","FPSArmours","0","Panel Covering","Lindinium","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_thp_light_arms_01_01_01","Aztalan Arms","FPSArmours","0","Segment Paneling","Taranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_thp_light_arms_01_01_03","Aztalan Tamarack Arms","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_thp_light_arms_01_01_03","Aztalan Tamarack Arms","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_thp_light_arms_01_01_03","Aztalan Tamarack Arms","FPSArmours","0","Panel Covering","Lindinium","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_thp_light_arms_01_01_03","Aztalan Tamarack Arms","FPSArmours","0","Segment Paneling","Taranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_thp_light_arms_01_01_12","Aztalan Galena Arms","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_thp_light_arms_01_01_12","Aztalan Galena Arms","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_thp_light_arms_01_01_12","Aztalan Galena Arms","FPSArmours","0","Panel Covering","Lindinium","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
"BP_CRAFT_thp_light_arms_01_01_12","Aztalan Galena Arms","FPSArmours","0","Segment Paneling","Taranite","GPP_Armor_DamageMitigation","Damage Mitigation","0","0","1000","0.9","1.1","multiplier"
"BP_CRAFT_thp_light_core_01_01_01","Aztalan Core","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMax","Max Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_thp_light_core_01_01_01","Aztalan Core","FPSArmours","0","Insulative Liner","Aslarite","GPP_Armor_TemperatureMin","Min Temp","0","0","1000","0.8","1.2","multiplier"
"BP_CRAFT_thp_light_core_01_01_01","Aztalan Core","FPSArmours","0","Panel Covering","Lindinium","GPP_Armor_DamageMitigation","Damage Mitigation","0",,,"0","0","multiplier"
